,type_relation,source,id,type_token,text
467,Condition triggering an action,token-cl3vg8jm200fp3b5sbzjaownl,token-cl3vg8jm200fp3b5sbzjaownl,triggering_condition_phrase,"if Participant is then deceased,"
468,Condition triggering an action,token-cl3vg84d600fo3b5seecelx72,token-cl3vg84d600fo3b5seecelx72,triggering_condition_phrase,"if no beneficiary survives Participant,"
469,Condition triggering an action,token-cl3vhsiai01323b5stb3k1dof,token-cl3vhsiai01323b5stb3k1dof,time_sensitive_condition_event,accepts employment
470,Condition triggering an action,token-cl3viiyma01hq3b5slhr4d152,token-cl3viiyma01hq3b5slhr4d152,triggering_condition_phrase,"If the Company, at any time while this Debenture is outstanding: (i) pays a stock dividend or otherwise makes a distribution or distributions payable in shares of Common Stock on outstanding shares of Common Stock, (ii) subdivides outstanding shares of Common Stock into a larger number of shares, (iii) combines (including by way of a reverse stock split) outstanding shares of Common Stock into a smaller number of shares, or (iv) issues, in the event of a reclassification of shares of Common Stock, any shares of capital stock of the Company,"
471,Condition triggering an action,token-cl3vpqd93006n3b5socsylbit,token-cl3vpqd93006n3b5socsylbit,modifying_condition_phrase,if it is the surviving corporation
472,Condition triggering an action,token-cl3vqf8g500gt3b5syioq4941,token-cl3vqf8g500gt3b5syioq4941,triggering_condition_phrase,"If an Event of Default shall have occurred and be continuing,"
473,Condition triggering an action,token-cl3vu451x00053b5st7ewlkcz,token-cl3vu451x00053b5st7ewlkcz,triggering_condition_phrase,"Upon the request of the Administrative Agent or the applicable L/C Issuer (i) if such L/C Issuer has honored any full or partial drawing request under any Letter of Credit and such drawing has resulted in an L/C Borrowing or (ii) if, as of the Letter of Credit Expiration Date, any L/C Obligation for any reason remains outstanding,"
474,Condition triggering an action,token-cl3vuecf2009n3b5sp63dizih,token-cl3vuecf2009n3b5sp63dizih,triggering_condition_event,request
475,Condition triggering an action,token-cl3wbfn6e00333b5s6lfvacg0,token-cl3wbfn6e00333b5s6lfvacg0,triggering_condition_event,returning from military leave
476,Condition triggering an action,token-cl3wbbpjk002e3b5sqlfvxtal,token-cl3wbbpjk002e3b5sqlfvxtal,triggering_condition_event,military leave
477,Condition triggering an action,token-cl3wc83jh00eo3b5sipqwk67j,token-cl3wc83jh00eo3b5sipqwk67j,triggering_condition_event,effective and agreed
478,Condition triggering an action,token-cl3wd8v4y00853b5sbfwhcqg8,token-cl3wd8v4y00853b5sbfwhcqg8,triggering_condition_phrase,If any payment hereunder shall be due on a day that is not a Business Day
479,Condition triggering an action,token-cl3wdbxzj00bb3b5s7z1uzjm9,token-cl3wdbxzj00bb3b5s7z1uzjm9,triggering_condition_phrase,"if the Administrative Agent shall, at or before such time, have taken the necessary steps to make such payment in accordance with the regulations or operating procedures of the clearing or settlement system used by the Administrative Agent to make such payment."
480,Condition triggering an action,token-cl3yb111d004p3b5sw1lfiugp,token-cl3yb111d004p3b5sw1lfiugp,triggering_condition_event,advances
481,Condition triggering an action,token-cl3yb25hd006r3b5sqw7i6pko,token-cl3yb25hd006r3b5sqw7i6pko,triggering_condition_phrase,"if a conversion of this Note is delayed, hindered or frustrated due to a balance owed by the Borrower to its transfer agent."
482,Condition triggering an action,token-cl3wfp6v300lx3b5sk1gy121h,token-cl3wfp6v300lx3b5sk1gy121h,triggering_condition_event,breach
483,Condition triggering an action,token-cl3wgezpj004d3b5s05pfh6tk,token-cl3wgezpj004d3b5s05pfh6tk,triggering_condition_phrase,"if any court of competent jurisdiction holds that, notwithstanding the provisions of this Agreement, any Limited Partner is obligated to return such money or property,"
484,Condition triggering an action,token-cl3wgjtv9007d3b5s0lcomnk2,token-cl3wgjtv9007d3b5s0lcomnk2,triggering_condition_event,election
485,Condition triggering an action,token-cl3wgvd5m00ek3b5s3m5p0iit,token-cl3wgvd5m00ek3b5s3m5p0iit,triggering_condition_phrase,unless shareholder approval is obtained before the closing of such subsequent transaction.
486,Condition triggering an action,token-cl3wjrvg2003l3b5s98wcjyjt,token-cl3wjrvg2003l3b5s98wcjyjt,time_sensitive_condition_phrase,upon 14 days prior written notice.
487,Condition triggering an action,token-cl3x00iaz00982a6a5pl9phxp,token-cl3x00iaz00982a6a5pl9phxp,triggering_condition_phrase,"until this Agreement is terminated as provided in Section  4.12 hereof, or with respect to any individual Guarantor until such Guarantor is otherwise released from its obligations under this Agreement in accordance with the terms hereof."
488,Condition triggering an action,token-cl3x5j9v200752a6aep8ei3up,token-cl3x5j9v200752a6aep8ei3up,triggering_condition_phrase,"unless evidenced in writing and signed by the Company and Grantee,"
489,Condition triggering an action,token-cl3x6bg5100gy2a6ahq0nzlsm,token-cl3x6bg5100gy2a6ahq0nzlsm,triggering_condition_phrase,until all unpaid partial liquidated damages and other amounts have been paid notwithstanding the fact that the instrument or security pursuant to which such partial liquidated damages or other amounts are due and payable shall have been canceled.
490,Condition triggering an action,token-cl3x6cwql00il2a6ak5idm0oi,token-cl3x6cwql00il2a6ak5idm0oi,triggering_condition_phrase,"If it is determined by a court of competent jurisdiction in any state that any restriction in this Section 11 is excessive in duration or scope or is unreasonable or unenforceable under applicable law,"
491,Condition triggering an action,token-cl3x71w4700vt2a6a59t3a19d,token-cl3x71w4700vt2a6a59t3a19d,triggering_condition_event,terminates
492,Condition triggering an action,token-cl3x71w4700vt2a6a59t3a19d,token-cl3x71w4700vt2a6a59t3a19d,triggering_condition_event,terminates
493,Condition triggering an action,token-cl3x7h7x400ye2a6adzpsmgca,token-cl3x7h7x400ye2a6adzpsmgca,triggering_condition_phrase,"only if, and to the extent that, it shall ultimately be determined that Indemnitee is not entitled to be indemnified by the Company as authorized hereby."
494,Condition triggering an action,token-cl3x7kf2w01072a6a0xbt4j65,token-cl3x7kf2w01072a6a0xbt4j65,triggering_condition_phrase,unless executed in writing by both of the parties hereto.
495,Condition triggering an action,token-cl3xa5d7v000g2a6atkb2u8e6,token-cl3xa5d7v000g2a6atkb2u8e6,triggering_condition_phrase,"until all transactions entered into, rights or interests created and all of the Obligations have been Paid in Full."
496,Condition triggering an action,token-cl3xa7083001q2a6apy5h6jch,token-cl3xa7083001q2a6apy5h6jch,triggering_condition_phrase," until (a) all of the Obligations have Paid in Full, the Commitments and this Agreement and the Other Documents have been terminated and each Loan Party has provided Agent and Lenders with an indemnification satisfactory to Agent with respect thereto, and (b) all of the Loan Parties have released Agent and the other Secured Parties from and against any and all claims of any nature whatsoever that any Loan Party may have against Secured Parties pursuant to a release in form and substance acceptable to Agent."
497,Condition triggering an action,token-cl3xacze9005f2a6a17s3ukqv,token-cl3xacze9005f2a6a17s3ukqv,triggering_condition_phrase," unless and until this Agreement shall have been terminated in accordance with its terms, all Obligations have been Paid in Full, and all of the Loan Parties have released Agent and the other Secured Parties from and against any and all claims of any nature whatsoever that any Loan Party may have against Agent and such other Secured Parties pursuant to a release in form and substance acceptable to Agent (the “Release Conditions”)."
498,Condition triggering an action,token-cl3xaecq1007j2a6am7sibxdf,token-cl3xaecq1007j2a6am7sibxdf,triggering_condition_phrase,Upon satisfaction of the Release Conditions
499,Condition triggering an action,token-cl3xakaw700c02a6atjfprjda,token-cl3xakaw700c02a6atjfprjda,triggering_condition_event,Closing
500,Condition triggering an action,token-cl3yeisj6000c3b5s9ju46q0m,token-cl3yeisj6000c3b5s9ju46q0m,triggering_condition_phrase,"In the event of Participant’s Termination ceases (whether or not in breach of local labor laws and whether or not such Termination is later found to be invalid in the jurisdiction where the Participant is providing services or under the terms of his or her employment agreement, if any),"
501,Condition triggering an action,token-cl4lg00el01hl356fntqwvuht,token-cl4lg00el01hl356fntqwvuht,triggering_condition_phrase,"upon (a) mutual agreement by the parties hereto, evidenced in writing;"
502,Condition triggering an action,token-cl3yex51200gb3b5spn2di4ck,token-cl3yex51200gb3b5spn2di4ck,triggering_condition_phrase,on the earlier to occur of (i) such time as the Stockholder Designator is no longer entitled to designate a Director pursuant to Section 2.1(a) and (ii) the delivery of a written notice by the Stockholder Designator to the Company requesting that this Agreement terminate.
503,Condition triggering an action,token-cl4lfu7uw01b8356f8vj2k6gd,token-cl4lfu7uw01b8356f8vj2k6gd,triggering_condition_phrase,"when they collectively first cease to beneficially own any Common Stock (or other securities of the Company into which such Common Stock may be converted or for which such Common Stock may be exchanged),"
504,Condition triggering an action,token-cl3yf3w6c00m03b5sofvouyuy,token-cl3yf3w6c00m03b5sofvouyuy,time_sensitive_condition_phrase,if the Closing has not been consummated on or before the fifth (5 th ) Trading Day following the date hereof
505,Condition triggering an action,token-cl3yf63di00pf3b5sxwvj25j5,token-cl3yf63di00pf3b5sxwvj25j5,triggering_condition_phrase,"Upon the payment in full of the Secured Obligations, the termination of all Commitments, and termination of the Agreement,"
506,Condition triggering an action,token-cl3yf8nay00qm3b5sxxvd4qd2,token-cl3yf8nay00qm3b5sxxvd4qd2,triggering_condition_phrase,"Upon the termination of the Security Agreement in accordance with, or as otherwise required pursuant to, Section 6.11 thereof,"
507,Condition triggering an action,token-cl3yfrd6c00u83b5sxihxq8jq,token-cl3yfrd6c00u83b5sxihxq8jq,triggering_condition_phrase,"Upon a Participant’s Termination for any reason during the Performance Period,"
508,Condition triggering an action,token-cl4lfocvu019b356f2j9whm5b,token-cl4lfocvu019b356f2j9whm5b,triggering_condition_phrase,"if no rights of the Participant are reduced, thereafter."
509,Condition triggering an action,token-cl3yfuwhf00y93b5ssm4xjghh,token-cl3yfuwhf00y93b5ssm4xjghh,triggering_condition_event, termination
510,Condition triggering an action,token-cl3yfw52b010b3b5sy282tdcb,token-cl3yfw52b010b3b5sy282tdcb,time_sensitive_condition_phrase,on the tenth anniversary of the Effective Date
511,Condition triggering an action,token-cl3yg05t1012u3b5sb2puhuqw,token-cl3yg05t1012u3b5sb2puhuqw,triggering_condition_phrase,"Upon Participant’s Termination (for any reason whatsoever, whether or not later to be found invalid or in breach of employment laws in the jurisdiction where Participant is employed or the terms of Participant’s employment agreement, if any),"
512,Condition triggering an action,token-cl3yg4gnm01663b5srst4laf5,token-cl3yg4gnm01663b5srst4laf5,triggering_condition_phrase,"In the event that Participant’s Termination is a result of the Participant’s death,"
513,Condition triggering an action,token-cl3yg6rgw019p3b5se8ixva6y,token-cl3yg6rgw019p3b5se8ixva6y,triggering_condition_phrase,"if there is no single beneficiary with a majority or plurality of interest,"
514,Condition triggering an action,token-cl4lfkxdf015j356fgw8cf9jr,token-cl4lfkxdf015j356fgw8cf9jr,triggering_condition_phrase,upon the earlier of such Holder together with its Affiliates ceasing to hold or Beneficially Own (i) at least 1% of the Common Stock or (ii) any Registrable Securities;
515,Condition triggering an action,token-cl3ygffd200093b5sv36wbzgu,token-cl3ygffd200093b5sv36wbzgu,triggering_condition_phrase,"upon the expiration of the Rights Term or upon any liquidation, dissolution or winding up of the Company, either voluntarily or involuntarily, a merger or consolidation of the Company where the Company is not a surviving entity, or a sale of all or substantially all of the assets of the Company."
516,Condition triggering an action,token-cl3yghth800303b5syqzoogap,token-cl3yghth800303b5syqzoogap,triggering_condition_phrase,"upon the earliest to occur of (i) the maturity or liquidation of the latest maturing Receivable and the disposition of any amounts received thereon in accordance with Section 2.08 of the Indenture, (ii) the payment to the Securityholders of all amounts required to be paid to them under the Basic Documents and (iii) the exercise by the Servicer of its rights under Section 8.01, the deposit into the Collection Account by the Servicer of the amount required to be deposited therein in accordance with Section 8.01 and the application of such amounts in accordance with Section 2.08 of the Indenture."
517,Condition triggering an action,token-cl3ygjo37006m3b5s6xqong1s,token-cl3ygjo37006m3b5s6xqong1s,triggering_condition_phrase,"upon the payment in full of the Obligations and termination of the Security Agreement,"
518,Condition triggering an action,token-cl3yglvnn00bm3b5sh9nvhfvr,token-cl3yglvnn00bm3b5sh9nvhfvr,triggering_condition_event,cessation
519,Condition triggering an action,token-cl3ygmsfv00cz3b5sj0s821ke,token-cl3ygmsfv00cz3b5sj0s821ke,triggering_condition_phrase,"Upon any cessation of his employment for any reason, unless otherwise requested by the Company,"
520,Condition triggering an action,token-cl3ygxi4700j83b5s3s0i11g0,token-cl3ygxi4700j83b5s3s0i11g0,triggering_condition_phrase,upon the Chief Business Officer and General Counsel’s death
521,Condition triggering an action,token-cl3yh72zw00qz3b5say3jt8ak,token-cl3yh72zw00qz3b5say3jt8ak,triggering_condition_event,termination
522,Condition triggering an action,token-cl3yh8qb000tj3b5sv06x89hs,token-cl3yh8qb000tj3b5sv06x89hs,triggering_condition_event,notified 
523,Condition triggering an action,token-cl3yhcsqj00wt3b5s0zu8gjtm,token-cl3yhcsqj00wt3b5s0zu8gjtm,triggering_condition_event, termination
524,Condition triggering an action,token-cl3yhea2q00zv3b5s2czxt47s,token-cl3yhea2q00zv3b5s2czxt47s,triggering_condition_event,termination
525,Condition triggering an action,token-cl3yhf73m01283b5sxkdrzeh6,token-cl3yhf73m01283b5sxkdrzeh6,triggering_condition_phrase,"In the event no successor is agreed upon,"
526,Condition triggering an action,token-cl3yhnafk016t3b5szt1hql5d,token-cl3yhnafk016t3b5szt1hql5d,triggering_condition_phrase,(i) such time as the Stockholder Designator is no longer entitled to designate a Director pursuant to Section 2.1(a)  hereof and (ii) the delivery of a written notice by the Stockholder Designator to the Company requesting that this Agreement terminate;
527,Condition triggering an action,token-cl3yhr3ni018i3b5s54bn6n7k,token-cl3yhr3ni018i3b5s54bn6n7k,time_sensitive_condition_phrase,immediately as of and following the Expiration Time;
528,Condition triggering an action,token-cl3yhsadh019q3b5suzlvkhlb,token-cl3yhsadh019q3b5suzlvkhlb,triggering_condition_phrase,until all obligations with respect thereto shall have been fully performed or fully satisfied or shall have been terminated in accordance with their terms.
529,Condition triggering an action,token-cl3yjp9pt00k83b5sddejdgak,token-cl3yjp9pt00k83b5sddejdgak,party_beneficiary,grantee’s
530,Condition triggering an action,token-cl3yjxk1200q63b5stedquiij,token-cl3yjxk1200q63b5stedquiij,triggering_condition_phrase,"on the earlier to occur of (a) the last remaining Receivable is paid in full, settled, sold or charged off and any amounts received are applied or (b) the Issuer is terminated under Section 8.1 of the Trust Agreement."
531,Condition triggering an action,token-cl3yjz42a00ru3b5s9h5psywt,token-cl3yjz42a00ru3b5s9h5psywt,triggering_condition_phrase,"upon the earlier to occur of (a) such date and time as the Transaction Agreement is terminated in accordance with its terms, (b) upon the mutual written agreement of each of the parties hereto to terminate this Subscription Agreement or (c) if any of the conditions to Closing set forth in Section 3 of this Subscription Agreement are not satisfied or waived on or prior to the Closing and, as a result thereof, the transactions contemplated by this Subscription Agreement are not consummated at the Closing;"
532,Condition triggering an action,token-cl3yk4ll000vf3b5smnipur4o,token-cl3yk4ll000vf3b5smnipur4o,triggering_condition_event,termination 
533,Condition triggering an action,token-cl3yk7g5u00xh3b5s3fq8q7h2,token-cl3yk7g5u00xh3b5s3fq8q7h2,triggering_condition_event,Terminates
534,Condition triggering an action,token-cl3yk7g5u00xh3b5s3fq8q7h2,token-cl3yk7g5u00xh3b5s3fq8q7h2,triggering_condition_event,Terminates
535,Condition triggering an action,token-cl3yl9ih401dw3b5snklunf7q,token-cl3yl9ih401dw3b5snklunf7q,triggering_condition_phrase,"upon the earliest to occur of (i) the mutual written consent of the Purchaser, the Company and Holder, (ii) the Effective Time (following the performance of the obligations of the parties hereunder required to be performed at or prior to the Effective Time), and (iii) the date of termination of the Merger Agreement in accordance with its terms."
536,Condition triggering an action,token-cl3yli6ac01jf3b5sabgm8c62,token-cl3yli6ac01jf3b5sabgm8c62,triggering_condition_phrase,in the event that (a) TPG and its Affiliates cease to Beneficially Own any shares of Common Stock and (b) the registration rights and obligations set forth in Article IV (other than those set forth in Section 4.9 ) have terminated pursuant to Section 4.12 .
537,Condition triggering an action,token-cl3ypm6o1004j2a6a578tzhf3,token-cl3ypm6o1004j2a6a578tzhf3,triggering_condition_phrase,"upon the earlier of (i) the date on which the aggregate payments made by the Guarantor under Section 2 equal the Aggregate Liability Amount, (ii) upon the final determination of the Flip Point under Section 5.06 of the LLC Agreement (and taking into account the dispute resolution procedures of Section 12.03 of the LLC Agreement), (iii) the execution and delivery of a Qualified Guarantee pursuant to and in accordance with Section 19(b); provided, however , that if the replacement guarantee does not expressly cover the Guarantor’s obligations hereunder for the period prior to such replacement, the Guarantor’s obligations hereunder shall remain in effect in respect of Guarantor’s obligations for the period prior to such replacement or (iv) a direct or indirect Disposition of Membership Interests by a lender or any agent therefor to a third party in connection with or following any foreclosure by such lender (or deed in lieu thereof) pursuant to Section 3.03(c) of the LLC Agreement."
538,Condition triggering an action,token-cl3ypnp5d007u2a6afcldizqi,token-cl3ypnp5d007u2a6afcldizqi,modifying_condition_phrase,Notwithstanding anything to the contrary set forth herein
539,Condition triggering an action,token-cl3ypnu9d007x2a6ac96o862r,token-cl3ypnu9d007x2a6ac96o862r,triggering_condition_phrase,"if a Seller Termination Option occurs,"
540,Condition triggering an action,token-cl3z7bonv002y3b5svhforv51,token-cl3z7bonv002y3b5svhforv51,time_sensitive_condition_event,Termination Date
541,Condition triggering an action,token-cl3z7et23008y3b5s561irkyn,token-cl3z7et23008y3b5s561irkyn,triggering_condition_event,terminated
542,Condition triggering an action,token-cl3z7ouyw00023b5sme0l1d1x,token-cl3z7ouyw00023b5sme0l1d1x,triggering_condition_phrase,"If Life fails to make the Payment set forth in Section 3.1 in the time frame required by Section 3.1,"
543,Condition triggering an action,token-cl3z8oeml000e3b5srp2xid7k,token-cl3z8oeml000e3b5srp2xid7k,triggering_condition_phrase,"upon the earlier to occur of (a) the date the Merger Agreement shall have been validly terminated pursuant to its terms, (b) the date of any amendment, modification, change or waiver to any provision of the Merger Agreement that reduces the amount or changes the form of the Merger Consideration (subject to adjustment in accordance with the terms of the Merger Agreement), (c) the date of any amendment, modification, change or waiver to any form of consideration received by Stockholder in the Merger Agreement for which the Stockholder has not given its written consent, in its sole discretion (an “ Unconsented Change ”), with specific reference to the SOS Warrant, the $500,000 payment specified in Section 6.2(g) of the Merger Agreement, the GF Asset Assignment Agreement, the Equity Investment Note and the ORRI (collectively, the “ Stockholder Consideration ”), that reduces the amount or changes the form of such Stockholder Consideration, (d) the Effective Time, and (e) the date on which the Brushy Board, pursuant to Section 5.3(c) of the Merger Agreement, effects a Brushy Adverse Recommendation Change (such earlier date, the “ Expiration Date ”)."
544,Condition triggering an action,token-cl3z8pgx100213b5s15gxi5iy,token-cl3z8pgx100213b5s15gxi5iy,triggering_condition_phrase,Upon full satisfaction or other termination of the Obligations
545,Condition triggering an action,token-cl3z92jdd00803b5saiyzn51z,token-cl3z92jdd00803b5saiyzn51z,triggering_condition_phrase,if the Discharge Date with respect to the Working Capital Obligations has occurred.
546,Condition triggering an action,token-cl4lejflm00er356fg3ptw0t0,token-cl4lejflm00er356fg3ptw0t0,triggering_condition_phrase,upon the later of the final payment or other liquidation (or any advance with respect thereto) of the last Mortgage Loan and the remittance of all funds due hereunder;
547,Condition triggering an action,token-cl4lemild00jq356f9qnplqk7,token-cl4lemild00jq356f9qnplqk7,triggering_condition_phrase,"at the option of any purchaser of one or more Mortgage Loans pursuant to the Pooling and Servicing Agreement, upon such purchase and only with respect to such purchased Mortgage Loan or Mortgage Loans;"
548,Condition triggering an action,token-cl4len1eq00ls356fuhfr3jm9,token-cl4len1eq00ls356fuhfr3jm9,triggering_condition_phrase,"upon a Mortgage Loan becoming an REO Loan, and only with respect to such Mortgage Loan; or"
549,Condition triggering an action,token-cl4lend8900nm356fmsyi7si8,token-cl4lend8900nm356fmsyi7si8,triggering_condition_phrase,upon termination of the Pooling and Servicing Agreement.
550,Condition triggering an action,token-cl4lef1f800da356fp2p2sohc,token-cl4lef1f800da356fp2p2sohc,triggering_condition_phrase,"Unless earlier terminated in accordance with the following provisions of this Paragraph 7,"
551,Condition triggering an action,token-cl3z9ps6t00o63b5sb2w453sl,token-cl3z9ps6t00o63b5sb2w453sl,triggering_condition_phrase,"Upon payment in full of the Obligations, and termination of any further obligation of Agent and the Lenders to extend any credit to Borrower under the Financing Documents,"
552,Condition triggering an action,token-cl3z9vdq900q43b5s1w9wl6ib,token-cl3z9vdq900q43b5s1w9wl6ib,triggering_condition_event,termination
553,Condition triggering an action,token-cl3za76b800uv3b5seix06ywl,token-cl3za76b800uv3b5seix06ywl,triggering_condition_phrase,"Upon the full payment and performance of the Secured Obligations, upon written request of the Borrower, "
554,Condition triggering an action,token-cl3zak19400wq3b5s5isaksgd,token-cl3zak19400wq3b5s5isaksgd,triggering_condition_event,Terminates 
555,Condition triggering an action,token-cl4le8paf0083356fnsy61x60,token-cl4le8paf0083356fnsy61x60,triggering_condition_phrase,"if such Party shall have discovered a material error, misstatement, or omission in the representations and warranties made in this Agreement by the other Party, which shall not have been cured by such other Party within (10) business days after written notice to such other Party specifying in detail such asserted error, misstatement, or omission, or if breach cannot be cured within the (10) business days that the Party begin to correct the breach within the (10) business day period and diligently commence the curing of the breach not later than (30) business days after the expiration of the (10) business day period or by the Closing Date, whichever first occurs."
556,Condition triggering an action,token-cl3zb1ar7019p3b5sq9acbke0,token-cl3zb1ar7019p3b5sq9acbke0,triggering_condition_event,redesignated
557,Condition triggering an action,token-cl3zb080b018e3b5sywtgunh8,token-cl3zb080b018e3b5sywtgunh8,triggering_condition_event,notice
558,Condition triggering an action,token-cl3zbb78101zn3b5sckndvlwi,token-cl3zbb78101zn3b5sckndvlwi,triggering_condition_event,payment and performance
559,Condition triggering an action,token-cl3zc4033028s3b5s63d7n599,token-cl3zc4033028s3b5s63d7n599,time_sensitive_condition_event, Closing
560,Condition triggering an action,token-cl3zd3gck02if3b5se96eavb6,token-cl3zd3gck02if3b5se96eavb6,triggering_condition_phrase,"Until such time,"
561,Condition triggering an action,token-cl3zddb7s02p43b5s1gxqpmrg,token-cl3zddb7s02p43b5s1gxqpmrg,triggering_condition_event,terminated 
562,Condition triggering an action,token-cl3zde3qh02r33b5s5dkif5lk,token-cl3zde3qh02r33b5s5dkif5lk,triggering_condition_phrase,upon thirty (30) days prior notice to the other.
563,Condition triggering an action,token-cl3zdfco802s53b5srfldve4o,token-cl3zdfco802s53b5srfldve4o,triggering_condition_event,terminated
564,Condition triggering an action,token-cl3zg7i5i008u3b5s43obynwo,token-cl3zg7i5i008u3b5s43obynwo,triggering_condition_phrase,until five (5) days after it receives written notice of termination from any Loan Guarantor.
565,Condition triggering an action,token-cl3zdyqq6000b3b5svuxf2ljl,token-cl3zdyqq6000b3b5svuxf2ljl,triggering_condition_phrase,"upon the earliest of (a) the mutual written agreement of Parent and Stockholder, (b) the termination of the Merger Agreement in accordance with its terms, (c) the Effective Time, (d) the date of any amendment to the Offer or the Merger Agreement that results in a reduction to the Offer Price or a change in the form of consideration payable to Company Stockholders in the Offer and (e) the withdrawal or termination of the Offer by Merger Sub or the expiration of the Offer without acceptance for payment of the Subject Shares."
566,Condition triggering an action,token-cl3ze6gww002b3b5si9vy88o9,token-cl3ze6gww002b3b5si9vy88o9,triggering_condition_phrase,When the Loan is paid in full and the Security Instrument is released or assigned of record
567,Condition triggering an action,token-cl3zf110u000b3b5sved9s020,token-cl3zf110u000b3b5sved9s020,triggering_condition_event,terminate
568,Condition triggering an action,token-cl3zf2fpa001g3b5s9uu8on07,token-cl3zf2fpa001g3b5s9uu8on07,triggering_condition_phrase,"until the Commitment Termination Date,"
569,Condition triggering an action,token-cl3zfc68r004h3b5sf44m110p,token-cl3zfc68r004h3b5sf44m110p,triggering_condition_phrase,on the first to occur of (a) the third anniversary of the Separation Date or (b) the earlier termination of this Agreement by either party in accordance with this Section 3 (the “ Term ”).
570,Condition triggering an action,token-cl3zfudn2001j3b5swzw9nao4,token-cl3zfudn2001j3b5swzw9nao4,triggering_condition_phrase,In the event of termination
571,Condition triggering an action,token-cl3zfyyl200543b5sfjq6l8e3,token-cl3zfyyl200543b5sfjq6l8e3,triggering_condition_phrase,if the Consultant breaches or threatens to breach Section 6.
572,Condition triggering an action,token-cl3zgs04r00d33b5si51uaka3,token-cl3zgs04r00d33b5si51uaka3,triggering_condition_phrase,upon the earlier to occur of (a) such date and time as all of the Business Combination Agreements are terminated in accordance with their terms or (b) upon the mutual written agreement of each of the parties hereto to terminate this Subscription Agreement 
573,Condition triggering an action,token-cl3zgxg4200gl3b5sq0yjifk1,token-cl3zgxg4200gl3b5sq0yjifk1,triggering_condition_event,terminated
574,Condition triggering an action,token-cl3zih02i003a3b5se4xmf8hx,token-cl3zih02i003a3b5se4xmf8hx,triggering_condition_phrase,until cancellation of the Certificate of Formation as provided in the Act.
575,Condition triggering an action,token-cl3ziiei2005b3b5sfzzh2kyb,token-cl3ziiei2005b3b5sfzzh2kyb,triggering_condition_phrase,"when (i) all of the assets of the Company, after payment of or due provision for all debts, liabilities and obligations of the Company, shall have been distributed to the Member in the manner provided for in this Agreement and (ii) the Certificate of Formation shall have been canceled in the manner required by the Act"
576,Condition triggering an action,token-cl3zmsak9000d3b5sdrpux6nd,token-cl3zmsak9000d3b5sdrpux6nd,triggering_condition_event,written notice
577,Condition triggering an action,token-cl3zmuh1c002s3b5s1djbbyub,token-cl3zmuh1c002s3b5s1djbbyub,triggering_condition_phrase,"Upon the expiration or earlier termination of this Agreement or at such earlier time as the Company may request,"
578,Condition triggering an action,token-cl3zqhtik003p3b5snuzcm2eb,token-cl3zqhtik003p3b5snuzcm2eb,triggering_condition_event,terminated
579,Condition triggering an action,token-cl42b59to000t356ftwtc13pc,token-cl42b59to000t356ftwtc13pc,triggering_condition_event,terminated
580,Condition triggering an action,token-cl42c17i00046356f4hl8tkuq,token-cl42c17i00046356f4hl8tkuq,time_sensitive_condition_phrase,"at any time prior to the Closing by either the Company or any Purchaser (with respect to itself only) upon written notice to the other, if the Closing has not been consummated on or prior to 5:00 P.M., New York City time, on the Outside Date;"
581,Condition triggering an action,token-cl42c4pf4005t356f8epwysge,token-cl42c4pf4005t356f8epwysge,triggering_condition_event,termination 
582,Condition triggering an action,token-cl42c57wv006z356fkjqko7jt,token-cl42c57wv006z356fkjqko7jt,triggering_condition_phrase,"Upon a termination in accordance with this Section  6.18 ,"
583,Condition triggering an action,token-cl42bnsid000b356ftek42nja,token-cl42bnsid000b356ftek42nja,triggering_condition_event,ceases
584,Condition triggering an action,token-cl42f4zq6012d356f3m7rm4za,token-cl42f4zq6012d356f3m7rm4za,triggering_condition_phrase,"If no designated beneficiary survives Executive,"
585,Condition triggering an action,token-cl42e3y950039356fkk7nttkv,token-cl42e3y950039356fkk7nttkv,triggering_condition_phrase,to be made on the earlier of (1) Executive’s death
586,Condition triggering an action,token-cl42e1mei002u356furb7fz8r,token-cl42e1mei002u356furb7fz8r,triggering_condition_phrase,"if Executive is a “specified employee” (determined in accordance with IRC Section 409A and Treasury Regulation Section 1.409A-3(i)(2)) as of the Date of Termination, and if any payment, benefit, or entitlement provided for in this Agreement or otherwise both (A) constitutes a “deferral of compensation” within the meaning of IRC Section 409A (“Nonqualified Deferred Compensation”) and (B) cannot be paid or provided in a manner otherwise provided herein or otherwise without subjecting Executive to additional tax, interest, and/or penalties under IRC Section 409A,"
587,Condition triggering an action,token-cl42eol2j00j7356fg66cqt5d,token-cl42eol2j00j7356fg66cqt5d,triggering_condition_event,receives
588,Condition triggering an action,token-cl42fnc94000q356fhyvrlgqo,token-cl42fnc94000q356fhyvrlgqo,triggering_condition_phrase,if the amount of the Original Currency so purchased exceeds the sum originally due to any party to this Agreement
589,Condition triggering an action,token-cl42fljbd000e356f52e5j6tr,token-cl42fljbd000e356f52e5j6tr,triggering_condition_phrase,"if the amount of the Original Currency so purchased is less than the sum originally due under such judgment to such party in the Original Currency,"
590,Condition triggering an action,token-cl42hss2r0041356f8he0t0bf,token-cl42hss2r0041356f8he0t0bf,triggering_condition_phrase,"upon the earlier of (i) the Maturity Date or (ii) repayment in full of all Obligations (other than L/C Obligations and, to the extent constituting Obligations, (i) any Banking Services Obligations and (ii) any obligations under any Swap Contract)"
